accident_index,accident_year,accident_reference,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_ons_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,lsoa_of_accident_location
2.01701E+12,2017,10034234,531070,179140,-0.11324,51.496017,1,3,1,1,27-04-2017,5,11:20,9,E09000022,E09000022,3,3203,6,20,9,4,6,0,0,1,1,1,1,0,0,1,1,2,E01003015
2.01701E+12,2017,10034235,523740,174240,-0.220492,51.453629,1,3,2,1,08-04-2017,7,18:10,10,E09000032,E09000032,3,219,9,30,99,9,6,0,9,9,1,9,9,9,9,1,2,2,E01004572
2.01701E+12,2017,10034239,529270,180710,-0.138581,51.51054,1,3,2,1,27-04-2017,5,09:42,1,E09000033,E09000033,3,4201,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,2,E01033595
2.01701E+12,2017,10034241,528780,173840,-0.14814,51.448912,1,3,2,1,20-04-2017,5,07:20,10,E09000032,E09000032,3,24,9,30,3,9,3,24,9,9,1,9,9,9,9,1,2,2,E01004472
2.01701E+12,2017,10034243,531180,175990,-0.112825,51.467683,1,3,3,1,26-04-2017,4,18:55,9,E09000022,E09000022,3,23,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,2,E01003060
2.01701E+12,2017,10034248,529350,178470,-0.138249,51.490391,1,2,1,1,27-04-2017,5,10:20,1,E09000033,E09000033,3,3213,6,30,6,4,6,0,0,8,1,1,1,0,0,1,1,2,E01004742
2.01701E+12,2017,10034251,510490,172190,-0.411745,51.437942,1,2,2,1,27-04-2017,5,08:24,25,E09000018,E09000018,6,0,3,30,1,4,6,0,0,0,1,1,1,0,0,1,1,2,E01002614
2.01701E+12,2017,10034255,529740,176610,-0.133317,51.473586,1,3,2,1,25-04-2017,3,18:39,9,E09000022,E09000022,3,3036,6,30,6,2,3,3036,0,5,1,1,1,0,0,1,2,2,E01003089
2.01701E+12,2017,10034258,528020,179750,-0.156932,51.502197,1,3,2,2,27-04-2017,5,11:15,1,E09000033,E09000033,3,4,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01004691
2.01701E+12,2017,10034261,530200,172340,-0.128267,51.435107,1,3,2,1,22-04-2017,7,09:35,9,E09000022,E09000022,3,23,2,30,3,4,5,0,9,9,1,9,9,0,9,1,2,2,E01003117
2.01701E+12,2017,10034266,537290,173510,-0.025879,51.443948,1,3,1,1,26-04-2017,4,09:19,7,E09000023,E09000023,3,205,6,20,3,4,5,0,0,0,1,1,1,0,0,1,1,2,E01003318
2.01701E+12,2017,10034278,510900,176610,-0.404465,51.477589,1,3,4,3,26-04-2017,4,21:27,25,E09000018,E09000018,3,312,3,40,1,2,3,4,0,0,4,1,1,0,0,1,1,2,E01002585
2.01701E+12,2017,10034283,513130,183660,-0.370108,51.540512,1,3,1,1,17-03-2017,6,18:45,27,E09000009,E09000009,3,40,3,30,0,-1,-1,-1,0,0,4,1,1,0,0,1,2,2,E01001263
2.01701E+12,2017,10034286,524300,186140,-0.208245,51.560455,1,3,2,1,23-04-2017,1,15:45,30,E09000003,E09000003,3,407,3,40,0,-1,-1,-1,0,0,1,1,1,0,9,1,2,2,E01000143
2.01701E+12,2017,10034287,530800,182280,-0.115963,51.524298,1,3,2,2,27-04-2017,5,13:41,2,E09000007,E09000007,3,5200,6,20,6,2,4,502,0,5,1,1,1,0,0,1,1,2,E01000920
2.01701E+12,2017,10034292,530390,176300,-0.124078,51.470651,1,3,2,1,17-04-2017,2,20:50,9,E09000022,E09000022,6,0,6,30,3,2,3,3,0,5,4,1,1,0,0,1,2,2,E01003093
2.01701E+12,2017,10034294,520230,180060,-0.269005,51.506692,1,3,1,1,27-04-2017,5,08:40,27,E09000009,E09000009,3,4020,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01001355
2.01701E+12,2017,10034296,531150,182030,-0.111014,51.52197,1,3,2,1,27-04-2017,5,13:15,2,E09000007,E09000007,3,5201,6,20,3,4,6,0,0,1,1,1,1,0,0,1,1,2,E01000916
2.01701E+12,2017,10034297,533000,174420,-0.087229,51.453149,1,3,2,1,20-04-2017,5,06:45,8,E09000028,E09000028,3,2214,9,30,6,9,5,0,9,9,1,9,9,9,9,1,2,2,E01004070
2.01701E+12,2017,10034299,525580,178530,-0.192501,51.491779,1,3,2,1,27-04-2017,5,13:10,12,E09000020,E09000020,3,3220,3,20,3,4,6,0,0,5,1,1,1,0,0,1,1,2,E01002849
2.01701E+12,2017,10034303,533570,185850,-0.074705,51.555731,1,3,2,1,20-04-2017,5,18:00,4,E09000012,E09000012,3,10,6,30,3,4,6,0,9,9,1,1,1,0,0,1,2,2,E01001830
2.01701E+12,2017,10034308,528430,176840,-0.152085,51.475952,1,3,2,1,27-04-2017,5,12:35,10,E09000032,E09000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,2,E01004566
2.01701E+12,2017,10034309,527790,179650,-0.16028,51.50135,1,3,3,1,27-04-2017,5,16:02,12,E09000020,E09000020,3,3216,3,30,3,2,6,0,0,4,1,2,2,0,0,1,1,2,E01002818
2.01701E+12,2017,10034310,524320,174930,-0.211907,51.459703,1,2,1,1,26-04-2017,4,16:45,10,E09000032,E09000032,3,205,6,30,3,4,6,0,0,4,1,8,2,0,0,1,1,2,E01004609
2.01701E+12,2017,10034312,530640,180950,-0.118761,51.512382,1,3,2,1,27-04-2017,5,16:35,1,E09000033,E09000033,3,4,2,30,9,4,6,0,0,0,1,2,2,0,0,1,1,2,E01004735
2.01701E+12,2017,10034313,533040,182540,-0.083596,51.526111,1,3,2,1,27-04-2017,5,16:45,4,E09000012,E09000012,3,1202,3,20,7,2,5,0,0,5,1,1,1,0,0,1,1,2,E01033708
2.01701E+12,2017,10034315,527900,178670,-0.159051,51.492518,1,3,2,1,27-04-2017,5,15:30,12,E09000020,E09000020,5,0,2,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01002859
2.01701E+12,2017,10034321,535570,181180,-0.04767,51.513288,1,3,2,1,27-04-2017,5,15:34,5,E09000030,E09000030,3,13,3,30,3,4,6,0,0,0,1,1,2,0,0,1,1,2,E01004305
2.01701E+12,2017,10034322,518110,175370,-0.301104,51.464986,1,3,1,2,14-04-2017,6,14:15,24,E09000027,E09000027,3,316,1,30,3,2,6,0,0,0,1,1,1,0,0,1,1,2,E01003860
2.01701E+12,2017,10034327,510690,177290,-0.407275,51.483742,1,3,2,2,27-04-2017,5,16:30,25,E09000018,E09000018,3,312,3,40,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01002633
2.01701E+12,2017,10034330,529720,186670,-0.129905,51.563999,1,3,2,1,27-04-2017,5,19:00,3,E09000019,E09000019,3,1,3,30,3,4,6,0,0,0,1,1,2,0,0,1,1,2,E01002774
2.01701E+12,2017,10034331,527650,177810,-0.162961,51.484846,1,3,3,1,26-04-2017,4,16:15,12,E09000020,E09000020,4,302,6,30,9,4,6,0,0,0,1,8,2,0,0,1,1,2,E01002900
2.01701E+12,2017,10034333,522710,180070,-0.233285,51.506249,1,3,2,1,27-04-2017,5,19:56,11,E09000013,E09000013,3,4020,2,30,0,-1,-1,-1,0,5,1,1,1,0,0,1,1,2,E01001942
2.01701E+12,2017,10034334,530690,179660,-0.118519,51.500778,1,3,2,1,27-04-2017,5,17:50,9,E09000022,E09000022,3,302,6,30,3,4,6,0,0,5,1,2,2,0,0,1,1,2,E01003013
2.01701E+12,2017,10034335,521320,180080,-0.2533,51.506639,1,3,2,1,27-04-2017,5,19:06,27,E09000009,E09000009,3,4020,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,2,E01001381
2.01701E+12,2017,10034338,521590,180080,-0.249411,51.506581,1,3,3,1,27-04-2017,5,16:50,27,E09000009,E09000009,3,4020,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,2,E01001245
2.01701E+12,2017,10034342,516120,180340,-0.328106,51.510067,1,3,2,1,27-04-2017,5,19:26,27,E09000009,E09000009,6,0,6,30,3,4,6,0,0,0,1,8,2,0,0,1,1,2,E01001250
2.01701E+12,2017,10034345,533850,187740,-0.06995,51.572649,1,3,1,1,26-04-2017,4,19:12,4,E09000012,E09000012,3,107,6,30,3,3,6,0,0,0,1,1,1,0,0,1,1,2,E01001808
2.01701E+12,2017,10034346,530440,183150,-0.120827,51.532199,1,3,1,1,28-04-2017,6,01:05,3,E09000019,E09000019,6,0,2,20,3,4,3,5203,0,0,4,1,2,0,0,1,1,2,E01002711
2.01701E+12,2017,10034352,524900,177790,-0.202553,51.485279,1,3,2,1,26-04-2017,4,18:39,11,E09000013,E09000013,4,317,1,20,2,4,3,3218,0,1,1,1,1,0,0,1,1,2,E01001884
2.01701E+12,2017,10034355,530910,187760,-0.112341,51.573519,1,3,2,3,28-04-2017,6,02:20,31,E09000014,E09000014,5,0,6,20,3,4,6,0,0,1,4,2,2,0,0,1,1,2,E01002062
2.01701E+12,2017,10034356,523710,181140,-0.218508,51.515648,1,3,2,2,27-04-2017,5,23:51,12,E09000020,E09000020,3,40,3,40,0,-1,-1,-1,0,0,4,2,2,0,0,1,1,2,E01002880
2.01701E+12,2017,10034357,530290,181560,-0.123576,51.517945,1,3,1,1,28-04-2017,6,01:57,2,E09000007,E09000007,3,40,6,20,3,4,6,0,0,5,4,1,1,0,0,1,1,2,E01000918
2.01701E+12,2017,10034380,530500,183010,-0.120015,51.530927,1,2,2,1,28-04-2017,6,03:50,2,E09000007,E09000007,3,501,3,30,3,2,3,501,0,5,4,1,1,0,0,1,1,2,E01000938
2.01701E+12,2017,10034383,533710,178680,-0.075406,51.491265,1,3,2,1,23-04-2017,1,16:30,8,E09000028,E09000028,4,203,6,30,6,2,4,203,0,0,1,1,1,0,0,1,2,2,E01003980
2.01701E+12,2017,10034386,529280,184330,-0.137109,51.54307,1,3,1,1,07-04-2017,6,18:00,2,E09000007,E09000007,3,503,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,2,2,E01000867
2.01701E+12,2017,10034394,529090,181240,-0.140979,51.515344,1,2,1,1,18-04-2017,3,18:45,1,E09000033,E09000033,3,40,6,30,3,4,3,4201,0,4,1,1,1,1,0,1,2,2,E01033595
2.01701E+12,2017,10034398,529560,182460,-0.133761,51.526201,1,3,2,1,26-04-2017,4,08:40,2,E09000007,E09000007,3,501,2,30,3,2,5,0,0,5,1,1,1,0,0,1,2,2,E01000852
2.01701E+12,2017,10034399,532420,176310,-0.094864,51.47027,1,3,2,1,18-04-2017,3,08:15,9,E09000022,E09000022,6,0,9,30,3,9,3,2217,9,9,1,9,9,9,9,1,2,2,E01003076
2.01701E+12,2017,10034418,526010,181960,-0.185086,51.52251,1,2,2,2,28-04-2017,6,08:20,1,E09000033,E09000033,5,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,2,E01033600
2.01701E+12,2017,10034420,526760,182550,-0.174069,51.527644,1,3,1,1,28-04-2017,6,07:40,1,E09000033,E09000033,3,5205,6,30,6,2,4,507,0,5,1,1,1,0,0,1,1,2,E01004728
2.01701E+12,2017,10034425,517600,183350,-0.305785,51.536814,1,3,2,1,28-04-2017,6,07:00,28,E09000005,E09000005,6,0,6,30,3,4,6,0,0,1,1,1,2,0,0,1,1,2,E01000472
2.01701E+12,2017,10034430,518380,182700,-0.294762,51.530809,1,3,2,1,13-04-2017,5,17:20,27,E09000009,E09000009,3,406,1,40,0,-1,-1,-1,0,0,1,1,1,0,0,1,2,2,E01001277
2.01701E+12,2017,10034436,526890,180080,-0.173085,51.505417,1,3,2,1,28-04-2017,6,08:20,1,E09000033,E09000033,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,2,E01004689
2.01701E+12,2017,10034438,524820,171050,-0.20608,51.424722,1,3,1,1,28-04-2017,6,08:14,22,E09000024,E09000024,6,0,6,30,3,4,6,0,1,1,1,1,1,0,0,1,1,2,E01003401
2.01701E+12,2017,10034439,525690,174860,-0.192222,51.458772,1,3,2,2,28-04-2017,6,09:53,10,E09000032,E09000032,3,217,6,30,3,2,3,217,0,5,1,1,1,0,0,1,1,2,E01004509
2.01701E+12,2017,10034447,513550,183580,-0.36408,51.539709,1,3,3,1,27-04-2017,5,07:04,27,E09000009,E09000009,3,40,3,40,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01001265
2.01701E+12,2017,10034462,534120,182560,-0.068029,51.526036,1,3,1,3,28-04-2017,6,08:45,5,E09000030,E09000030,3,1209,6,20,6,4,6,0,0,1,1,1,1,0,0,1,1,2,E01004312
2.01701E+12,2017,10034471,527340,181090,-0.16624,51.514393,1,3,2,1,28-04-2017,6,12:15,1,E09000033,E09000033,5,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,2,E01004680
2.01701E+12,2017,10034475,515610,176450,-0.336725,51.475208,1,3,2,2,28-04-2017,6,07:28,25,E09000018,E09000018,3,315,6,30,3,4,6,0,2,5,1,1,1,0,0,1,1,2,E01002677
2.01701E+12,2017,10034480,530940,181000,-0.114422,51.512762,1,3,1,1,28-04-2017,6,12:02,1,E09000033,E09000033,3,4,6,30,3,2,3,4,0,5,1,1,1,0,0,1,1,2,E01004735
2.01701E+12,2017,10034483,535720,171450,-0.049244,51.425814,1,3,2,1,16-04-2017,1,12:07,7,E09000023,E09000023,3,212,6,30,3,2,6,0,9,9,4,1,1,0,0,1,2,2,E01003327
2.01701E+12,2017,10034487,516090,177430,-0.329495,51.483918,1,3,2,1,28-04-2017,6,10:45,25,E09000018,E09000018,4,454,6,30,0,-1,-1,-1,0,1,1,1,1,0,0,1,1,2,E01002678
2.01701E+12,2017,10034488,523260,187590,-0.222732,51.573715,1,3,3,1,27-04-2017,5,14:17,30,E09000003,E09000003,3,406,3,40,5,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000307
2.01701E+12,2017,10034490,523530,178030,-0.22219,51.487737,1,3,2,1,28-04-2017,6,12:50,11,E09000013,E09000013,3,219,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,2,E01001891
2.01701E+12,2017,10034493,513810,176730,-0.362541,51.47809,1,3,2,1,28-04-2017,6,08:27,25,E09000018,E09000018,4,363,6,30,2,4,6,0,0,0,1,1,1,0,0,1,1,2,E01002630
2.01701E+12,2017,10034495,529990,171660,-0.131536,51.429044,1,3,2,1,21-04-2017,6,15:30,9,E09000022,E09000022,3,214,2,20,3,2,3,216,0,0,1,1,1,0,0,1,2,2,E01003119
2.01701E+12,2017,10034498,532850,182090,-0.086502,51.522112,1,3,2,1,12-04-2017,4,08:42,3,E09000019,E09000019,3,501,9,30,3,9,6,0,9,9,1,1,1,0,9,1,2,2,E01002704
2.01701E+12,2017,10034500,524610,170800,-0.209186,51.422522,1,3,2,1,28-04-2017,6,13:15,22,E09000024,E09000024,3,219,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01003401
2.01701E+12,2017,10034519,526640,184270,-0.175179,51.543129,1,3,1,1,28-04-2017,6,15:57,2,E09000007,E09000007,3,41,3,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000963
2.01701E+12,2017,10034521,538460,176730,-0.007795,51.472599,1,3,2,1,28-04-2017,6,12:40,7,E09000023,E09000023,3,2,6,30,0,-1,-1,-1,0,4,1,1,1,0,0,1,1,2,E01003204
2.01701E+12,2017,10034522,514360,182250,-0.352836,51.527592,1,3,1,1,26-04-2017,4,16:00,27,E09000009,E09000009,3,4127,6,30,6,2,4,455,0,4,1,9,1,0,0,1,1,2,E01001261
2.01701E+12,2017,10034527,511810,176110,-0.391525,51.472916,1,3,2,1,28-04-2017,6,14:50,25,E09000018,E09000018,6,0,3,30,9,4,6,0,0,0,1,1,1,0,0,1,1,2,E01002661
2.01701E+12,2017,10034528,524380,188010,-0.20643,51.577243,1,3,2,1,28-04-2017,6,14:55,30,E09000003,E09000003,3,502,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000220
2.01701E+12,2017,10034530,529330,176240,-0.139353,51.470355,1,3,1,1,28-04-2017,6,18:30,9,E09000022,E09000022,3,3036,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,2,E01003034
2.01701E+12,2017,10034534,518880,182200,-0.287726,51.526211,1,3,2,2,28-04-2017,6,16:06,27,E09000009,E09000009,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,2,E01001278
2.01701E+12,2017,10034535,534030,185140,-0.068344,51.549241,1,3,2,1,28-04-2017,6,19:20,4,E09000012,E09000012,5,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,2,E01001748
2.01701E+12,2017,10034536,530500,181750,-0.120481,51.519604,1,3,1,1,28-04-2017,6,16:20,2,E09000007,E09000007,3,401,6,20,7,2,3,40,0,5,1,1,1,0,0,1,1,2,E01000914
2.01701E+12,2017,10034537,529210,182710,-0.138712,51.528528,1,3,2,2,28-04-2017,6,18:50,2,E09000007,E09000007,3,400,6,20,3,4,6,0,0,5,1,1,1,0,0,1,1,2,E01000950
2.01701E+12,2017,10034538,518210,180760,-0.297862,51.513409,1,3,2,1,28-04-2017,6,15:30,27,E09000009,E09000009,3,4020,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01001235
2.01701E+12,2017,10034539,534000,185720,-0.068556,51.554461,1,3,1,2,27-04-2017,5,20:37,4,E09000012,E09000012,5,0,6,30,7,2,5,0,0,4,4,1,1,0,0,1,1,2,E01001833
2.01701E+12,2017,10034540,518330,182600,-0.295516,51.529921,1,3,3,2,26-04-2017,4,14:05,27,E09000009,E09000009,3,40,7,40,5,4,6,0,0,0,1,1,1,0,0,1,1,2,E01001277
2.01701E+12,2017,10034541,529810,178390,-0.131657,51.489567,1,3,2,1,28-04-2017,6,16:32,1,E09000033,E09000033,3,202,3,30,3,2,4,310,0,5,1,1,1,0,0,1,1,2,E01004737
2.01701E+12,2017,10034546,519340,178350,-0.282401,51.491512,1,3,2,1,28-04-2017,6,17:35,25,E09000018,E09000018,1,4,3,40,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,1,E01002566
2.01701E+12,2017,10034552,533240,178560,-0.082217,51.490298,1,3,2,1,28-04-2017,6,13:40,8,E09000028,E09000028,5,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01003966
2.01701E+12,2017,10034553,526630,182150,-0.176086,51.524079,1,2,2,1,28-04-2017,6,18:40,1,E09000033,E09000033,6,0,6,30,3,4,3,5,0,0,1,1,1,0,0,1,1,2,E01004703
2.01701E+12,2017,10034554,534300,185230,-0.064418,51.549986,1,3,4,1,28-04-2017,6,19:20,4,E09000012,E09000012,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,2,E01001759
2.01701E+12,2017,10034556,534640,173100,-0.064142,51.440899,1,3,1,1,28-04-2017,6,22:24,7,E09000023,E09000023,3,205,2,30,3,2,5,0,0,4,4,1,1,0,0,1,1,2,E01003254
2.01701E+12,2017,10034557,533650,186900,-0.073154,51.565148,1,2,1,2,28-04-2017,6,23:30,4,E09000012,E09000012,3,10,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,2,E01001805
2.01701E+12,2017,10034562,530960,175250,-0.116264,51.461084,1,3,2,1,28-04-2017,6,20:40,9,E09000022,E09000022,3,2217,6,30,7,2,3,23,2,5,4,1,1,0,0,1,1,2,E01003055
2.01701E+12,2017,10034563,538110,187720,-0.008525,51.571443,1,3,2,3,29-04-2017,7,00:15,13,E09000031,E09000031,3,112,6,30,3,4,6,0,0,8,4,1,1,0,0,1,1,2,E01033153
2.01701E+12,2017,10034564,533780,183070,-0.072733,51.530699,1,3,1,1,29-04-2017,7,03:41,5,E09000030,E09000030,3,1208,3,30,3,4,6,0,0,0,4,1,1,0,0,1,1,2,E01004318
2.01701E+12,2017,10034566,535190,172480,-0.05647,51.435197,1,2,2,1,29-04-2017,7,00:15,7,E09000023,E09000023,3,2216,6,30,0,-1,-1,-1,0,0,4,1,1,0,0,1,1,2,E01003256
2.01701E+12,2017,10034573,530360,177630,-0.124019,51.482611,1,3,3,2,28-04-2017,6,08:15,9,E09000022,E09000022,3,203,6,20,6,2,4,301,0,5,1,1,1,0,0,1,1,2,E01033207
2.01701E+12,2017,10034687,532300,174770,-0.097166,51.456459,1,3,2,1,29-04-2017,7,08:11,9,E09000022,E09000022,3,215,6,20,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01003072
2.01701E+12,2017,10034690,535900,174890,-0.045338,51.456684,1,3,2,1,27-03-2017,2,17:30,7,E09000023,E09000023,6,0,6,30,3,9,6,0,0,0,5,1,9,9,0,1,2,2,E01004016
2.01701E+12,2017,10034699,534510,175570,-0.065073,51.463127,1,3,2,1,27-04-2017,5,08:50,8,E09000028,E09000028,5,0,6,20,0,-1,-1,-1,0,0,1,1,1,0,0,1,2,2,E01004064
2.01701E+12,2017,10034709,508560,181580,-0.436619,51.522714,1,3,1,1,29-04-2017,7,09:35,26,E09000017,E09000017,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,2,E01002402
2.01701E+12,2017,10034724,522180,174570,-0.242819,51.456933,1,3,1,1,29-04-2017,7,11:34,10,E09000032,E09000032,3,306,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01004568
2.01701E+12,2017,10034726,530810,179560,-0.116828,51.499851,1,3,2,1,29-04-2017,7,08:48,9,E09000022,E09000022,3,3036,3,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01003013
2.01701E+12,2017,10034732,522530,177830,-0.236655,51.486157,1,3,2,3,29-04-2017,7,08:25,24,E09000027,E09000027,4,350,6,30,0,-1,-1,-1,0,0,4,1,1,0,0,1,1,2,E01003801
2.01701E+12,2017,10034733,523790,173700,-0.219961,51.448765,1,3,2,1,29-04-2017,7,07:55,10,E09000032,E09000032,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01004630
2.01701E+12,2017,10034734,511550,176370,-0.395185,51.475304,1,3,1,1,29-04-2017,7,11:38,25,E09000018,E09000018,3,4,3,40,1,4,3,30,0,1,1,1,1,0,0,1,1,2,E01002587
2.01701E+12,2017,10034735,530360,186100,-0.120888,51.558729,1,3,1,1,29-04-2017,7,14:10,3,E09000019,E09000019,3,1,6,20,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01002786
2.01701E+12,2017,10034740,532410,177540,-0.094548,51.481326,1,3,1,1,29-04-2017,7,17:19,8,E09000028,E09000028,3,215,6,30,0,-1,-1,-1,0,5,1,1,1,0,0,1,1,2,E01003923
2.01701E+12,2017,10034741,516640,183210,-0.319666,51.535755,1,3,1,1,29-04-2017,7,16:50,27,E09000009,E09000009,6,0,6,30,3,4,6,0,2,1,1,1,1,0,0,1,1,2,E01001347
2.01701E+12,2017,10034746,529040,179100,-0.142482,51.496124,1,2,1,1,29-04-2017,7,17:17,1,E09000033,E09000033,3,202,6,30,5,4,3,302,0,4,1,1,1,0,0,1,1,2,E01004750
2.01701E+12,2017,10034747,529010,181240,-0.142131,51.515363,1,3,1,1,29-04-2017,7,16:06,1,E09000033,E09000033,3,4201,6,30,3,2,3,40,0,5,1,1,1,0,0,1,1,2,E01033595
2.01701E+12,2017,10034752,530590,177270,-0.120842,51.479322,1,2,1,1,29-04-2017,7,14:55,9,E09000022,E09000022,6,0,6,20,6,4,6,0,0,0,1,1,1,0,0,1,1,2,E01003129
2.01701E+12,2017,10034753,523570,186940,-0.21849,51.567805,1,3,3,1,29-04-2017,7,16:36,30,E09000003,E09000003,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000223
2.01701E+12,2017,10034756,534750,184850,-0.058077,51.546464,1,3,2,1,29-04-2017,7,19:00,4,E09000012,E09000012,3,1207,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01001762
2.01701E+12,2017,10034758,528510,179810,-0.149854,51.502625,1,3,1,1,29-04-2017,7,18:00,1,E09000033,E09000033,3,4,1,30,1,4,5,0,0,0,1,1,1,0,0,1,1,2,E01004761
2.01701E+12,2017,10034759,526460,185510,-0.177328,51.554313,1,3,1,1,29-04-2017,7,18:10,2,E09000007,E09000007,4,511,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000895
2.01701E+12,2017,10034760,522460,173030,-0.239323,51.443032,1,3,1,1,29-04-2017,7,16:48,10,E09000032,E09000032,3,3,3,40,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01004573
2.01701E+12,2017,10034761,533950,181390,-0.070923,51.515562,1,3,1,1,29-04-2017,7,17:28,5,E09000030,E09000030,3,11,6,20,6,2,4,145,0,4,1,1,1,0,0,1,1,2,E01004325
2.01701E+12,2017,10034762,511720,182000,-0.390957,51.525873,1,3,1,3,29-04-2017,7,18:30,26,E09000017,E09000017,3,312,3,40,1,4,5,0,0,0,1,1,1,0,0,1,1,2,E01002543
2.01701E+12,2017,10034764,524950,186440,-0.198767,51.563008,1,3,1,1,29-04-2017,7,19:42,30,E09000003,E09000003,3,407,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000139
2.01701E+12,2017,10034766,521250,183750,-0.253046,51.539638,1,3,2,1,29-04-2017,7,16:50,28,E09000005,E09000005,3,404,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000521
2.01701E+12,2017,10034768,527780,175540,-0.161909,51.464416,1,3,2,2,29-04-2017,7,20:48,10,E09000032,E09000032,3,3036,3,30,6,2,3,3220,0,5,4,1,1,0,0,1,1,2,E01004585
2.01701E+12,2017,10034769,512960,180310,-0.373631,51.510437,1,3,2,1,29-04-2017,7,18:40,27,E09000009,E09000009,6,0,6,20,8,4,6,0,0,0,1,1,1,0,0,1,1,2,E01001361
2.01701E+12,2017,10034774,530530,174000,-0.122911,51.449949,1,3,2,1,29-04-2017,7,14:00,9,E09000022,E09000022,3,23,6,30,7,4,6,0,0,0,1,1,1,0,0,1,1,2,E01003024
2.01701E+12,2017,10034775,511860,171820,-0.39216,51.434347,1,3,2,1,29-04-2017,7,21:30,25,E09000018,E09000018,3,314,6,30,2,4,6,0,0,0,4,1,1,0,0,1,1,2,E01002615
2.01701E+12,2017,10034776,537130,179390,-0.025899,51.496827,1,2,1,1,26-06-2017,2,14:25,5,E09000030,E09000030,3,1206,6,20,0,-1,-1,-1,0,1,1,1,1,0,0,2,1,2,E01004280
2.01701E+12,2017,10034777,511860,178440,-0.390068,51.493848,1,3,2,1,29-04-2017,7,22:03,25,E09000018,E09000018,6,0,6,30,0,-1,-1,-1,0,0,4,1,1,0,0,1,1,2,E01002638
2.01701E+12,2017,10034779,530010,185280,-0.126237,51.55144,1,3,2,1,29-04-2017,7,22:08,3,E09000019,E09000019,3,503,6,30,6,2,6,0,0,5,4,1,1,0,0,1,1,2,E01002783
2.01701E+12,2017,10034781,530730,174530,-0.119839,51.454666,1,2,1,2,30-04-2017,1,00:35,9,E09000022,E09000022,3,23,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,2,E01003018
2.01701E+12,2017,10034782,534480,186310,-0.061411,51.559648,1,3,3,1,29-04-2017,7,22:29,4,E09000012,E09000012,6,0,6,20,6,4,6,0,0,0,4,1,1,0,0,1,1,2,E01001767
2.01701E+12,2017,10034783,512840,178810,-0.375839,51.496979,1,3,2,1,29-04-2017,7,23:21,27,E09000009,E09000009,3,3005,3,30,0,-1,-1,-1,0,0,4,1,1,0,0,1,1,2,E01001336
